"appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","label"
"224260","No More Room in Hell","2013-10-31","1","No More Room in Hell Team","Lever Games","windows;mac;linux","0","Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Captions available;VR Support;Partial Controller Support;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Zombies;Survival","107","48190","5747","2661","180","5000000-10000000","0.0","0"
"224600","Defiance","2014-06-04","1","Trion Worlds","Trion Worlds","windows","18","Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;Action;Open World","0","9150","2808","953","324","2000000-5000000","0.0","0"
"225600","Blade Symphony","2014-05-07","1","Puny Human","Puny Human","windows;mac;linux","0","Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK","Action;Indie","Fighting;Action;Multiplayer","26","3129","1537","413","370","200000-500000","0.0","0"
"225840","Sven Co-op","2016-01-22","1","Sven Co-op Team","Sven Co-op Team","windows","18","Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Steam Cloud","Action;Casual;Free to Play;Indie","Free to Play;Multiplayer;Co-op","0","12211","1173","407","56","2000000-5000000","0.0","0"
"227220","Sang-Froid - Tales of Werewolves","2013-04-05","1","Artifice Studio","Artifice Studio","windows","0","Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie;RPG;Strategy","Strategy;Tower Defense;Action","33","1480","209","203","305","200000-500000","0.0","0"
"227940","Heroes & Generals","2016-10-18","1","RETO MOTO","RETO MOTO","windows","0","Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases","Action;Free to Play;Indie;Massively Multiplayer","Free to Play;World War II;Multiplayer","0","65856","34416","1752","76","10000000-20000000","0.0","0"
"228200","Company of Heroes","2006-09-11","1","Relic Entertainment","SEGA","windows","0","Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud","Violent;Action;Strategy","Strategy;World War II;RTS","0","2526","287","1475","465","500000-1000000","0.0","0"
"228320","A Valley Without Wind 2","2013-02-18","1","Arcen Games, LLC","Arcen Games, LLC","windows;mac;linux","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support","Action;Adventure;Indie;Strategy","Action;Indie;Strategy","210","94","97","0","0","100000-200000","0.0","0"
"229520","Dungeon Hearts","2013-03-28","1","Cube Roots","Devolver Digital","windows;mac;linux","0","Single-player;Steam Trading Cards;Steam Leaderboards","Casual;Indie;Strategy","Casual;Indie;Strategy","17","319","178","200","204","50000-100000","1.99","0"
"230050","DLC Quest","2013-03-18","1","Going Loud Studios","Going Loud Studios","windows;mac","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Indie","Platformer;Indie;Satire","22","5434","718","126","139","200000-500000","1.99","0"
"230310","Akaneiro: Demon Hunters","2014-11-25","1","Spicy Horse","Spicy Horse","windows;mac;linux","0","Single-player;Steam Trading Cards","Action;Free to Play;Indie;RPG","RPG;Action;Indie","41","114","207","0","0","50000-100000","0.0","0"
"230410","Warframe","2013-03-25","1","Digital Extremes","Digital Extremes","windows","16","Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action;Free to Play","Free to Play;Action;Co-op","187","226541","20268","5845","394","20000000-50000000","0.0","0"
"232770","POSTAL","2013-03-21","1","Running With Scissors","Running With Scissors","windows;mac;linux","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Indie","Action;Classic;Dark Humor","27","2319","502","137","180","200000-500000","1.49","0"
"233410","Tomb Raider - The Final Hours Digital Book","2013-03-07","1","Geoff Keighley","Geoff Keighley","windows;mac","0","Single-player","Action","Action;Documentary;Female Protagonist","0","94","11","0","0","20000-50000","1.59","0"
"233510","Lunnye Devitsy","2009-07-01","1","Boss Baddie","Boss Baddie","windows","0","Single-player;Full controller support;Steam Trading Cards","Casual;Indie","Indie;Casual;Platformer","10","103","52","82","82","20000-50000","0.0","0"
"234290","Zack Zero","2013-04-29","1","Crocodile Entertainment","Crocodile Entertainment","windows","0","Single-player;Full controller support;Steam Trading Cards","Action;Adventure;Indie","Action;Indie;Adventure","15","244","136","66","66","50000-100000","1.99","0"
"234330","MARVEL Puzzle Quest","2013-12-05","1","Demiurge Studios","D3 Go!","windows","0","Single-player;Online Multi-Player;Cross-Platform Multiplayer","Casual;Free to Play;RPG","Free to Play;Puzzle;Match 3","0","2341","1051","0","0","200000-500000","0.0","0"
"234820","Driver Fusion - The Best Driver & Device Solution","2013-05-06","1","Treexy","Treexy","windows","0","Steam Achievements;Steam Cloud;Stats","Education;Software Training;Utilities;Web Publishing","Utilities;Education;Web Publishing","12","184","88","0","0","0-20000","0.0","0"
"235340","Prime World","2014-03-31","1","Nival","Nival","windows","0","Multi-player;MMO;Co-op;Steam Trading Cards","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;MOBA;Strategy","0","1954","1378","28","33","500000-1000000","0.0","0"
"235400","King’s Bounty: Legions","2013-12-10","1","Nival","Nival","windows","0","Single-player;Multi-player;Cross-Platform Multiplayer","Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy","Free to Play;Strategy;RPG","0","617","577","19","19","200000-500000","0.0","0"
"236110","Dungeon Defenders II","2017-06-20","1","Trendy Entertainment","Trendy Entertainment","windows","0","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Free to Play;Indie;RPG;Strategy","Free to Play;Tower Defense;Multiplayer","18","10766","3802","523","217","2000000-5000000","0.0","0"
"236290","Cranky Cat","2013-06-05","1","March Entertainment","March Entertainment","windows","0","Single-player","Casual","Casual;Puzzle;Cats","21","22","5","0","0","0-20000","1.99","0"
"236390","War Thunder","2013-08-15","1","Gaijin Entertainment","Gaijin Entertainment","windows;mac;linux","0","Single-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Partial Controller Support","Action;Free to Play;Massively Multiplayer;Simulation","Free to Play;World War II;Multiplayer","46","83852","22166","4200","297","10000000-20000000","0.0","0"
"237310","Elsword","2014-07-02","1","KOG","KOG Games","windows","0","Single-player;Multi-player;MMO;Co-op","Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG","Free to Play;Anime;RPG","0","4755","1511","796","54","1000000-2000000","0.0","0"
"237570","Penny Arcade's On the Rain-Slick Precipice of Darkness 4","2013-06-07","1","Zeboyd Games","Penny Arcade, Inc.","windows","0","Single-player;Full controller support;Steam Trading Cards;Steam Cloud","Indie;RPG","RPG;Indie;JRPG","0","253","57","315","342","200000-500000","1.69","0"
"238260","Pinball Arcade","2013-11-04","1","FarSight Studios","FarSight Studios","windows;mac","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Free to Play;Simulation","Pinball;Simulation;Free to Play","300","2175","812","6","6","500000-1000000","0.0","0"
"238960","Path of Exile","2013-10-23","1","Grinding Gear Games","Grinding Gear Games","windows","0","Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases","Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;Action RPG;Hack and Slash","120","71593","6117","5263","492","10000000-20000000","0.0","0"
"240320","Panzar","2013-11-25","1","Panzar Studio","OVALIS INVESTMENTS LIMITED","windows","0","Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;Partial Controller Support","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;Action;Multiplayer","0","2987","1609","2218","1617","1000000-2000000","0.0","0"
"242720","GunZ 2: The Second Duel","2014-05-01","1","Masangsoft, Inc.","Masangsoft, Inc.","windows","0","Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available","Action;Free to Play;Indie","Free to Play;Action;Multiplayer","183","6865","3424","450","254","2000000-5000000","0.0","0"
"244050","Rise of Flight United","2013-09-05","1","777 Studios","1C-777","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Stats","Free to Play;Simulation","Simulation;Flight;World War I","89","736","668","37","37","200000-500000","0.0","0"
"244590","Epigenesis","2014-08-01","1","Dead Shark Triplepunch","Dead Shark Triplepunch","windows","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Indie;Sports","Action;Sports;Indie","11","807","418","139","158","200000-500000","0.0","0"
"244930","SNOW","2019-02-14","1","Poppermost Productions;WastedStudios","Crytek","windows","0","Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;In-App Purchases;Steam Cloud;Steam Leaderboards","Free to Play;Indie;Simulation;Sports","Sports;Free to Play;Multiplayer","33","7235","3754","8180","64","1000000-2000000","0.0","0"
"245410","Wizardry 6: Bane of the Cosmic Forge","2013-09-10","1","Sir-Tech","Gamepot, Inc.;Nightdive Studios","windows;mac;linux","0","Single-player","Adventure;RPG","RPG;Adventure;First-Person","0","82","36","0","0","50000-100000","0.0","0"
"245430","Wizardry 7: Crusaders of the Dark Savant","2013-09-10","1","Sir-Tech","Gamepot, Inc.;Nightdive Studios","windows;mac;linux","0","Single-player","Adventure;RPG","RPG;Adventure;Classic","0","71","23","0","0","50000-100000","0.0","0"
"246820","Jeklynn Heights","2016-05-25","1","Vex Studios, LLC","Vex Studios, LLC","windows","0","Multi-player","Action;Adventure;Casual;Indie;Early Access","Early Access;Action;Adventure","0","14","4","0","0","0-20000","0.0","0"
"248570","Toribash","2014-05-16","1","Nabi Studios","Nicalis, Inc.","windows;mac;linux","0","Single-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Includes level editor","Action;Free to Play;Indie;Strategy","Free to Play;Fighting;Multiplayer","24","11143","1563","130","42","2000000-5000000","0.0","0"
"248650","Draw a Stickman: EPIC","2013-12-03","1","Hitcents","Hitcents","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats","Adventure;Casual;Indie","Adventure;Indie;Casual","52","783","248","84","108","100000-200000","2.79","0"
"249330","Unholy Heights","2013-10-04","1","Petit Depotto","AGM PLAYISM","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Indie;Simulation;Strategy","Strategy;Tower Defense;Indie","20","1120","126","86","86","100000-200000","2.79","0"
"249360","Zafehouse: Diaries","2013-09-06","1","Screwfly Studios","Screwfly Studios","windows","0","Single-player;Steam Achievements;Stats","Indie;RPG;Simulation;Strategy","Strategy;Simulation;Zombies","12","273","131","298","356","50000-100000","1.69","0"
"249610","Galactic Arms Race","2014-06-05","1","Evolutionary Games","Evolutionary Games","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats","Action;Casual;Indie","Action;Indie;Casual","50","41","33","112","138","50000-100000","1.99","0"
"250420","8BitMMO","2015-01-26","1","Archive Entertainment","Archive Entertainment","windows;mac;linux","0","MMO;Steam Achievements;Steam Trading Cards;Includes level editor","Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;Pixel Graphics","24","2822","1972","31","31","500000-1000000","0.0","0"
"250500","Super Amazing Wagon Adventure","2013-10-17","1","sparsevector","sparsevector","windows","0","Single-player;Full controller support","Action;Adventure;Indie","Indie;Action;Adventure","0","1691","93","270","261","100000-200000","2.09","0"
"250600","The Plan","2014-02-14","1","Krillbite Studio","Krillbite Studio","windows;mac;linux","0","Single-player;Steam Achievements;Partial Controller Support","Casual;Free to Play;Indie","Free to Play;Indie;Atmospheric","1","19476","1644","8","11","500000-1000000","0.0","0"
"251450","Heroes of Havoc: Idle Adventures","2016-12-15","1","Kiz Studios","Kiz Studios","windows;mac","0","Single-player;Multi-player;Online Multi-Player;In-App Purchases","Free to Play;RPG","Free to Play;RPG;Clicker","15","76","114","0","0","50000-100000","0.0","0"
"251950","WWII Online","2017-09-05","1","Cornered Rat Software","Cornered Rat Software","windows;mac","0","Single-player;Online Multi-Player;MMO;Online Co-op","Action;Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access","Early Access;World War II;Free to Play","0","905","1300","10","10","200000-500000","0.0","0"
"252730","YOU DON'T KNOW JACK Vol. 1 XL","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","95","35","0","0","50000-100000","1.99","0"
"252910","Skyscraper Simulator","2013-10-21","1","Actalogic","Libredia","windows","0","Single-player;Steam Cloud","Simulation","Simulation;Psychological Horror;Horror","0","63","349","44","44","50000-100000","2.09","0"
"253430","CastleMiner Z","2014-02-03","1","DigitalDNA Games LLC","DigitalDNA Games LLC","windows","0","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements","Violent;Action;Adventure;Indie","Survival;Multiplayer;Zombies","31","4478","1831","192","263","200000-500000","2.79","0"
"253490","CABAL Online","2016-02-17","1","ESTgames Corp.","ESTsoft Inc.","windows","0","Multi-player;MMO","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;MMORPG","0","495","277","3","3","200000-500000","0.0","0"
"253510","WARMACHINE: Tactics","2014-11-20","1","WhiteMoon Dreams","Privateer Press Interactive","windows","0","Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards","Indie;Strategy","Strategy;Turn-Based;Turn-Based Strategy","121","459","560","273","273","100000-200000","0.0","0"
"253710","theHunter Classic","2014-06-03","1","Expansive Worlds;Avalanche Studios","Expansive Worlds;Avalanche Studios","windows","0","Single-player;Multi-player;Co-op;Steam Achievements","Action;Adventure;Free to Play;Simulation;Sports","Free to Play;Hunting;Multiplayer","159","11440","15403","163","29","5000000-10000000","0.0","0"
"254300","Dofus","2016-11-15","1","Ankama Studio","Ankama Games","windows","0","Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases","Adventure;Massively Multiplayer;RPG;Strategy","Massively Multiplayer;Strategy;RPG","1448","264","102","244","244","50000-100000","0.0","0"
"254920","Lords of the Realm","2015-12-03","1","Impressions Games","Rebellion","windows","0","Single-player","Strategy","Strategy;Classic","0","27","7","0","0","0-20000","1.59","0"
"257630","Blast Em!","2014-01-22","1","Xiotex Studios Ltd","Xiotex Studios Ltd","windows;mac","0","Single-player;Steam Achievements;Steam Leaderboards","Action;Indie","Action;Indie;Shoot 'Em Up","23","134","152","0","0","50000-100000","0.79","0"
"257710","Max Gentlemen","2014-08-21","1","The Men Who Wear Many Hats","The Men Who Wear Many Hats","windows;mac;linux","0","Single-player;Cross-Platform Multiplayer;Full controller support","Casual;Free to Play;Indie","Free to Play;Indie;Casual","0","805","117","49","63","100000-200000","0.0","0"
"257730","Infinity Wars: Animated Trading Card Game","2014-09-05","1","Lightmare Studios","Lightmare Studios;Yodo1 Games","windows;mac","0","Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases","Free to Play;Indie;Massively Multiplayer;Strategy","Free to Play;Trading Card Game;Card Game","0","2619","690","153","170","500000-1000000","0.0","0"
"258050","Survivor Squad","2015-01-21","1","Endless Loop Studios","Endless Loop Studios","windows;mac;linux","0","Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards","Action;Indie;Strategy","Strategy;Indie;Zombies","43","536","268","134","188","100000-200000","2.99","0"
"259020","Dragon's Prophet","2013-09-18","1","Runewaker","Infernum Productions AG","windows","0","MMO","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;Dragons;Massively Multiplayer","0","594","267","152","183","200000-500000","0.0","0"
"259080","Just Cause 2: Multiplayer Mod","2013-12-16","1","Avalanche Studios","Square Enix","windows","0","Single-player;Multi-player;Steam Achievements;Partial Controller Support","Action;Adventure","Open World;Multiplayer;Action","20","12261","1099","431","223","1000000-2000000","0.0","0"
"259390","Ballpoint Universe - Infinite","2013-12-17","1","Arachnid Games","Arachnid Games","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards","Action;Indie","Indie;Action;Shoot 'Em Up","27","483","144","504","504","100000-200000","2.79","0"
"259640","Guise Of The Wolf","2014-01-24","1","FUN Creators","FUN Creators","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Indie","Indie;Werewolves;Adventure","20","66","133","0","0","0-20000","1.99","0"
"259910","Farming Giant","2013-11-06","1","Actalogic","Toplitz Productions","windows","0","Single-player;Steam Cloud","Simulation","Simulation;Agriculture","0","47","172","20","20","20000-50000","1.69","0"
"259940","YOU DON'T KNOW JACK Vol. 2","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","25","11","0","0","50000-100000","1.99","0"
"259960","YOU DON'T KNOW JACK Vol. 3","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","29","3","0","0","50000-100000","1.99","0"
"259980","YOU DON'T KNOW JACK Vol. 4 The Ride","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","56","11","0","0","20000-50000","1.99","0"
"260000","YOU DON'T KNOW JACK MOVIES","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","28","12","0","0","50000-100000","1.99","0"
"260020","YOU DON'T KNOW JACK SPORTS","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie","0","11","9","0","0","50000-100000","1.99","0"
"260040","YOU DON'T KNOW JACK TELEVISION","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","21","6","0","0","50000-100000","1.99","0"
"260060","YOU DON'T KNOW JACK HEADRUSH","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie","0","25","8","0","0","50000-100000","1.99","0"
"260080","YOU DON'T KNOW JACK Vol. 6 The Lost Gold","2013-11-05","1","Jackbox Games, Inc.","Jackbox Games, Inc.","windows","0","Single-player;Multi-player","Casual;Indie","Casual;Indie;Comedy","0","19","27","0","0","20000-50000","1.59","0"
"260250","Blood of the Werewolf","2013-10-28","1","Scientifically Proven","Scientifically Proven","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards","Action;Indie","Platformer;Werewolves;Action","125","351","227","205","205","50000-100000","1.59","0"
"260410","Get Off My Lawn!","2014-11-11","1","Digital Leisure Inc.","Digital Leisure Inc.","windows;mac","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Casual;Free to Play;Indie","Free to Play;Casual;Indie","71","1135","397","7","8","200000-500000","0.0","0"
"260430","The Four Kings Casino and Slots","2015-06-01","1","Digital Leisure Inc.","Digital Leisure Inc.","windows;mac","0","Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled","Casual;Free to Play;Massively Multiplayer;Simulation","Massively Multiplayer;Free to Play;Casual","56","2056","948","388","388","200000-500000","0.0","0"
"262100","Trench Run","2016-04-07","1","Transhuman Design","Transhuman Design","windows;mac;linux","0","Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support","Action;Casual;Indie","Action;Casual;Indie","0","47","41","0","0","0-20000","2.89","0"
"262410","World of Guns: Gun Disassembly","2014-05-21","1","Noble Empire Corp.","Noble Empire Corp.","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases","Free to Play;Indie;Simulation","Free to Play;Simulation;Shooter","42","11178","2300","99","43","2000000-5000000","0.0","0"
"262550","Gunman Clive","2014-01-03","1","Hörberg Productions","Hörberg Productions","windows","0","Single-player;Steam Achievements","Action;Indie","Indie;Action;Western","9","605","79","31","37","50000-100000","1.59","0"
"262590","Chuck's Challenge 3D","2014-02-28","1","Niffler Ltd.","Nkidu Games Inc.;Niffler Ltd.","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor","Indie","Puzzle;Indie;Sokoban","28","146","23","0","0","0-20000","2.89","0"
"262610","Liquid Rhythm","2014-03-28","1","WaveDNA","WaveDNA","windows;mac","0","Single-player","Audio Production","Audio Production;Music;Software","2","17","14","0","0","0-20000","1.99","0"
"262900","Smooth Operators","2014-06-10","1","Heydeck Games","Heydeck Games","windows","0","Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie;Simulation;Strategy","Simulation;Strategy;Casual","54","195","73","0","0","20000-50000","2.09","0"
"262980","C-RUSH","2014-02-17","1","Artnumeris","Artnumeris","windows","0","Single-player;Steam Achievements;Steam Leaderboards","Action;Indie","Indie;Shoot 'Em Up;Action","8","24","77","0","0","20000-50000","1.59","0"
"263080","Pixel Boy and the Ever Expanding Dungeon","2014-05-30","1","Giant Box Games","Giant Box Games","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Indie;RPG","Action;RPG;Indie","24","150","72","14","14","20000-50000","0.79","0"
"263100","9.03m","2013-11-20","1","Space Budgie","Space Budgie","windows","0","Single-player","Indie","Indie;Short;Walking Simulator","0","804","163","17","17","20000-50000","0.0","0"
"263140","Postmortem: One Must Die (Extended Cut)","2013-12-03","1","Unbound Creations","Unbound Creations","windows","0","Single-player;Captions available;Stats","Adventure;Indie;RPG","Adventure;RPG;Indie","0","71","96","0","0","20000-50000","1.99","0"
"263180","Squirt's Adventure","2014-03-05","1","The Dept of Silly Stuff","The Dept of Silly Stuff","windows;mac","0","Single-player","Adventure;Casual;Indie","Casual;Family Friendly;Education","0","9","4","0","0","0-20000","0.79","0"
"263500","Dragons and Titans","2014-03-12","1","Wyrmbyte","Versus Evil	","windows;mac;linux","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Free to Play;Indie;RPG","Free to Play;Dragons;MOBA","52","2428","708","137","68","1000000-2000000","0.0","0"
"263540","Villagers and Heroes","2014-04-17","1","Mad Otter Games","Mad Otter Games","windows","0","MMO;Steam Trading Cards","Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;RPG","0","1651","1272","142","130","500000-1000000","0.0","0"
"263820","EvilQuest","2014-02-20","1","Chaosoft Games","Chaosoft Games","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Indie;RPG","RPG;Indie;Adventure","31","530","69","74","81","50000-100000","1.59","0"
"263980","Out There Somewhere","2016-03-14","1","MiniBoss","EQGames","windows;mac","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats","Action;Adventure;Indie","Platformer;Pixel Graphics;Indie","36","6180","459","137","121","500000-1000000","0.79","0"
"264120","Victory: The Age of Racing","2016-02-12","1","Vae Victis Games","Vae Victis Games","windows","0","Single-player;Multi-player;Steam Trading Cards;Partial Controller Support;Stats","Free to Play;Indie;Racing;Simulation;Sports","Racing;Free to Play;Multiplayer","0","492","577","115","128","200000-500000","0.0","0"
"264220","Mr. Bree+","2014-05-01","1","TawStudio Entertainment","TawStudio Entertainment","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats","Action;Adventure;Indie","Indie;Adventure;Action","43","192","28","0","0","20000-50000","1.99","0"
"264380","Narcissu 1st & 2nd","2015-04-24","1","stage-nana","Sekai Project","windows;mac;linux","0","Single-player;Steam Achievements","Indie","Visual Novel;Anime;Free to Play","5","2854","169","5","10","200000-500000","0.0","0"
"265210","Viscera Cleanup Detail: Santa's Rampage","2013-12-13","1","RuneStorm","RuneStorm","windows","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud","Gore;Indie;Simulation","Simulation;Gore;Indie","13","3645","395","140","183","500000-1000000","1.79","0"
"265630","Fistful of Frags","2014-05-09","1","Fistful of Frags Team","Fistful of Frags Team","windows;mac;linux","0","Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Stats;Steam Leaderboards;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Multiplayer;FPS","17","23803","2399","3079","86","2000000-5000000","0.0","0"
"265670","Imagine Me","2014-12-09","1","KinifiGames LLC","KinifiGames LLC","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor","Adventure;Indie","Indie;Adventure;Platformer","12","142","298","90","90","50000-100000","1.99","0"
"265690","NaissanceE","2014-02-13","1","Limasse Five","Limasse Five","windows","0","Single-player","Adventure;Indie","Exploration;Indie;Adventure","0","1064","305","8","9","100000-200000","0.0","0"
"265770","Cannons Lasers Rockets","2014-08-25","1","Net Games Laboratory","Net Games Distribution LTD","windows;mac;linux","0","Multi-player;Steam Achievements;Steam Leaderboards","Action;Free to Play;Indie;Massively Multiplayer","Free to Play;Space;Action","6","133","401","1","1","200000-500000","0.0","0"
"265790","Residue: Final Cut","2014-08-01","1","The Working Parts","The Working Parts","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Indie","Adventure;Indie;Platformer","6","55","30","0","0","20000-50000","1.59","0"
"265890","Hexcells","2014-02-19","1","Matthew Brown","Matthew Brown","windows;mac;linux","0","Single-player;Steam Achievements","Casual;Indie;Strategy","Puzzle;Indie;Casual","6","3482","129","49","49","200000-500000","1.99","0"
"266010","LYNE","2014-03-17","1","Thomas Bowker","Thomas Bowker","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Casual;Indie","Puzzle;Indie;Casual","33","6860","263","176","233","200000-500000","1.99","0"
"266030","DRAKERZ-Confrontation","2014-05-19","1","Peoleo Entertainment","Peoleo Entertainment","windows","0","Single-player;Multi-player","Free to Play;Indie;Strategy","Free to Play;Strategy;Card Game","0","130","125","12","12","100000-200000","0.0","0"
"266090","Starlite: Astronaut Rescue - Developed in Collaboration with NASA","2014-01-27","1","Project Whitecard Studios Inc.","Project Whitecard Studios Inc.","windows;mac","0","Single-player","Adventure;RPG;Simulation","Adventure;RPG;Simulation","1","74","115","0","0","0-20000","1.99","0"
"266150","Lost Saga NA","2014-11-25","1","IO Entertainment","Smilegate West","windows","0","Multi-player;Steam Achievements;Steam Trading Cards","Action;Casual;Free to Play","Free to Play;Anime;Action","68","415","281","27","53","200000-500000","0.0","0"
"266210","One Way Heroics","2014-02-28","1","Smoking WOLF","AGM PLAYISM","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Indie;RPG","RPG;Rogue-like;Indie","59","3349","199","547","718","200000-500000","2.29","0"
"266250","Procyon","2014-02-26","1","Deadly Red Cube","Deadly Red Cube","windows","0","Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Indie","Indie;Action;Shoot 'Em Up","36","100","13","0","0","20000-50000","2.79","0"
